x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y
146.1738703,95.09226069,122.0948946,51.08160963,112.1194639,148.9431414,92.89003607,121.3142947,56.05310531,111.5744045,0.83,99.6,7.206884874,0.918769609,1.203246011,0.257232,5.856037096
95.20551909,54.76372711,77.29599868,40.44179198,68.24432443,96.89994146,53.48604685,76.72229686,43.41389461,67.95734505,0.955,66.4,4.15969694,0.929660105,1.163437765,0.216729,5.501701016
103.2620791,65.57815694,84.84825646,37.6839222,78.13946434,104.8987369,63.9986484,84.28619716,40.90008854,77.63201125,0.83,66.4,4.804115583,0.917140385,1.189502847,0.228859,5.590987537
124.9317461,80.20552055,103.482267,44.72622555,95.1142624,127.040204,78.29208214,102.8070027,48.74812188,94.5414561,0.83,83,6.005500619,0.918598335,1.195148863,0.24326,5.725970012
117.1017102,56.32410653,93.12690525,60.77760364,76.58330774,119.7464717,54.91456616,92.32397534,64.83190555,76.52520135,1.124,99.6,5.313804062,0.939804317,1.150470123,0.218179,5.589154705
100.6428157,48.12076178,79.47439548,52.52205396,65.6281131,102.855537,46.93181965,78.78471193,55.92371737,65.57305877,1.124,83,4.427995233,0.937867816,1.148505014,0.209794,5.495266333
126.8399399,70.06345898,102.3895779,56.77648087,88.98895261,129.3234353,68.25502374,101.5755532,61.06841153,88.61116092,0.955,99.6,6.240161272,0.929895484,1.165699264,0.232151,5.696908438
90.31953488,48.98694826,71.80909873,41.33258663,62.76447713,91.96144468,47.73484673,71.22740958,44.22659795,62.47704604,0.955,66.4,4.159696882,0.926225296,1.158757266,0.211031,5.467424501
108.8036318,59.40211697,87.12245667,49.40151486,75.86928859,110.8640893,57.865811,86.42036096,52.99827834,75.53190378,0.955,83,5.199929362,0.928236042,1.162256634,0.221605,5.580533165
117.7707785,71.81465705,95.5239775,45.95612149,87.13336422,119.7734788,69.90586266,94.83721915,49.86761616,86.52840138,0.83,83,6.005499861,0.914429929,1.188944188,0.235343,5.676596912
137.6237624,84.97749921,112.5609655,52.64626316,102.5262536,140.0787637,82.75802434,111.7642531,57.3207394,101.8649375,0.83,99.6,7.206883793,0.915958512,1.192888251,0.248133,5.800461542
111.3066336,48.99617403,86.24815093,62.31045956,69.76632722,113.8778893,47.64236555,85.42931851,66.2355237,69.72087345,1.124,99.6,5.313803971,0.937288404,1.14494426,0.211,5.549841778
97.48650158,58.90218905,78.47030201,38.58431253,71.76362656,99.0616591,57.33835957,77.90078817,41.72329953,71.24612608,0.83,66.4,4.804115501,0.912810728,1.184083086,0.222258,5.552858802
95.75982745,42.05993231,73.72187735,53.69989514,59.95989736,97.91479148,40.92409241,73.02080201,56.99069907,59.9209921,1.124,83,4.427994683,0.934839896,1.143029072,0.203715,5.460106478
119.774226,61.28720416,94.20096781,58.4870218,80.78287809,122.1519637,59.51477472,93.36964923,62.63718901,80.39383772,0.955,99.6,6.240160866,0.927118321,1.159091414,0.223513,5.642884876
85.51079962,43.22397328,66.32116416,42.28682634,57.31958206,87.10095863,42.01087711,65.73185969,45.09008152,57.04090429,0.955,66.4,4.159696534,0.922323743,1.153467265,0.205036,5.428488935
102.8622833,52.14048993,80.2810817,50.72179337,69.04775438,104.8477333,50.64303916,79.5669252,54.20469415,68.71127054,0.955,83,5.199929249,0.924754799,1.156336306,0.214255,5.534072624
129.2071736,74.84060906,103.0228202,54.36656459,92.96279726,131.5129072,72.63171141,102.2102973,58.88119574,92.25877666,0.83,99.6,7.206883547,0.911465611,1.185448505,0.238375,5.74366585
110.7073207,63.41126788,87.56197668,47.29605285,79.17661883,112.6192649,61.52700475,86.86411996,51.0922601,78.55775812,0.83,83,6.005499141,0.909573476,1.182265035,0.226916,5.626942584
91.78218115,52.2213464,72.08907265,39.56083475,65.40829132,93.29583105,50.6852675,71.51253727,42.61056355,64.88878868,0.83,66.4,4.804114202,0.907968999,1.177932785,0.215288,5.511568157
123.6941223,62.207544,97.88603073,61.48657835,82.70307011,129.1231565,60.83250781,97.42629276,68.29064864,83.59605736,1.124,99.6,5.313807333,1.069481315,1.210393861,-0.106814,5.579893308
106.0125983,53.15458914,83.44552214,52.85800919,70.77392554,110.604559,51.99099866,83.05410309,58.61356033,71.5288521,1.124,83,4.427998079,1.063496046,1.209610184,-0.114929,5.486618471
87.91554448,44.24595047,68.93802544,43.66959401,58.80248181,91.64941641,43.3033318,68.61757753,48.34608461,59.41869333,1.124,66.4,3.542188652,1.056233478,1.208312243,-0.123104,5.393431245
134.5177047,77.02370091,108.1699984,57.49400379,96.18836884,139.6317073,75.26852539,107.717715,64.36318192,96.72291936,0.955,99.6,6.240165582,1.05395983,1.225282728,-0.0932522,5.684233792
115.1035074,65.41981347,91.9753641,49.68369396,81.98104478,119.4276898,63.93841533,91.58724389,55.48927451,82.43484016,0.955,83,5.199932005,1.049252297,1.222127324,-0.103649,5.574902376
95.2670267,53.96272171,75.73019269,41.30430499,67.73082338,98.77812488,52.76650224,75.40904118,46.01162265,68.10370979,0.955,66.4,4.159699538,1.04328314,1.217987054,-0.114104,5.462050371
146.3681427,92.48049805,119.3390723,53.88764462,110.4430463,151.2908762,90.48154815,118.9060431,60.809328,110.7513242,0.83,99.6,7.20688784,1.039092518,1.236932044,-0.079291,5.744269039
103.305582,63.92461512,83.06673235,39.38096691,77.05160409,106.698917,62.52115446,82.7502003,44.1777625,77.24707529,0.83,66.4,4.80411795,1.028020893,1.228311874,-0.104183,5.478901501
125.0592589,78.09331226,101.2163915,46.96594659,93.74862779,129.2319173,76.38613715,100.8390541,52.84578018,94.00139721,0.83,83,6.005502637,1.034220974,1.232618356,-0.0916864,5.611251291
101.000603,47.1623908,77.67888068,53.83821219,65.10846153,105.5775548,46.03772877,77.27891705,59.53982605,65.88433746,1.124,83,4.427997846,1.062505328,1.206296018,-0.119987,5.461110126
117.7445259,54.97119536,90.98161573,62.77333056,75.89563888,123.1548155,53.63786379,90.51061866,69.5169517,76.81018102,1.124,99.6,5.313807174,1.069035873,1.20692327,-0.112803,5.54674865
127.3222293,68.41021749,99.97803531,58.91201181,88.04755476,132.4279987,66.68669308,99.51331903,65.74130558,88.60046161,0.955,99.6,6.240164895,1.053932813,1.221166573,-0.100614,5.641029532
109.0541525,58.27062809,85.13837772,50.7835244,75.19846955,113.3685854,56.8221556,84.74055212,56.54642979,75.67096553,0.955,83,5.199932022,1.048622827,1.218160665,-0.109902,5.536917402
90.37503604,48.26942533,70.25042689,42.10561071,62.3046289,93.87864079,47.10283528,69.92209916,46.77580551,62.69477045,0.955,66.4,4.159699377,1.042010563,1.214390453,-0.119185,5.431606004
137.8885447,82.41074107,109.8048,55.47780364,100.9033423,142.8135343,80.42979591,109.3576876,62.38373837,101.2243754,0.83,99.6,7.206887415,1.038582135,1.232367236,-0.087763,5.690003632
117.9350406,69.73905154,93.26422942,48.19598903,85.80438122,122.1039633,68.04972734,92.87630384,54.05423599,86.067806,0.83,83,6.005502194,1.033073488,1.228622526,-0.0989069,5.566521075
97.54500597,57.28015184,76.6985181,40.26485412,70.70176988,100.9345905,55.89491566,76.37462643,45.03967487,70.90814062,0.83,66.4,4.804116882,1.026239912,1.224991942,-0.110081,5.442212395
111.9254455,47.78810278,84.08574017,64.13734269,69.16721701,117.3072337,46.51125025,83.60317719,70.79598341,70.10991138,1.124,99.6,5.313807188,1.067086973,1.202657985,-0.119124,5.511577798
96.09361083,41.21654841,71.91801827,54.87706241,59.50890255,100.6510636,40.14461505,71.50928112,60.50644859,60.31343125,1.124,83,4.427997689,1.060012818,1.202211657,-0.125303,5.432573443
120.2505236,59.80738088,91.79058675,60.4431427,79.95509512,125.3360395,58.13223778,91.31268461,67.20380168,80.53350501,0.955,99.6,6.24016449,1.052639768,1.216244356,-0.108396,5.599011756
103.1015602,51.13381455,78.30390948,51.9677456,68.45639642,107.4009916,49.73199835,77.89582366,57.66899322,68.95499609,0.955,83,5.199932086,1.046687199,1.213486179,-0.116476,5.503410919
85.55580412,42.58948234,64.77165612,42.96632178,56.9115896,89.05040651,41.46324545,64.4358276,47.58716106,57.32563247,0.955,66.4,4.159699023,1.039419821,1.210071468,-0.1245,5.399630477
129.5229523,72.32681032,100.2717617,57.19614198,91.39219098,134.4404411,70.37481336,99.81000249,64.06562775,91.73002261,0.83,99.6,7.206888047,1.036884331,1.227179402,-0.0967232,5.635746303
110.8970882,61.37901144,85.31266425,49.51807681,77.88503704,115.0570086,59.72187307,84.91385007,55.33513556,78.16691825,0.83,83,6.005503036,1.030718281,1.224048648,-0.1065,5.520707418
91.84818628,50.63778717,70.33029937,41.21039912,64.37458687,95.23177171,49.28217675,69.99890434,45.94959496,64.59870841,0.83,66.4,4.804117309,1.023250868,1.221150664,-0.116254,5.406919018
131.1926163,59.54942906,101.5129827,71.64318727,83.43049149,134.508695,58.05617915,100.6817595,76.45251586,83.54035111,1.124,99.6,5.313804355,0.939178149,1.147490138,0.107685,5.76029819
112.6567686,50.8043822,86.49586305,61.85238641,71.42184433,115.4342949,49.55168002,85.78112814,65.88261487,71.51255165,1.124,83,4.427995875,0.934430171,1.14563065,0.09928,5.660251512
93.59211068,42.24204891,71.39673363,51.35006176,59.35873617,95.82358382,41.23267429,70.80595037,54.59090953,59.42964414,1.124,66.4,3.542186838,0.929363141,1.143046056,0.0908838,5.555053881
121.3973912,62.97922029,94.68008178,58.41817092,82.45194392,123.9784037,61.3409107,93.96003761,62.637493,82.22007503,0.955,83,5.199929824,0.927018295,1.158561473,0.111507,5.744107021
100.6338134,51.88478687,77.89019526,48.74902651,68.13446237,102.6995229,50.54695411,77.29293327,52.15256877,67.9311437,0.955,66.4,4.159697567,0.921931945,1.155744163,0.100862,5.626000238
141.6276686,74.31975375,111.4149186,67.30791487,96.75572538,144.708968,72.39311578,110.5809564,72.31585219,96.49839984,0.955,99.6,6.240162399,0.931694017,1.160703322,0.122084,5.857853253
130.9555956,76.50015002,103.6980052,54.45544554,94.6519652,133.4660907,74.50029915,103.0029338,58.9657916,94.15556302,0.83,83,6.005499889,0.91742583,1.180591097,0.125121,5.843646386
153.1083138,90.5993114,122.3228533,62.50900237,111.4356455,156.0958537,88.26132613,121.520079,67.83452759,110.8728353,0.83,99.6,7.206885251,0.921545167,1.183621919,0.138189,5.971080175
108.2980783,62.63718901,85.04597096,45.66088933,77.85748546,110.304529,61.00314988,84.46670154,49.30137911,77.43694291,0.83,66.4,4.804115357,0.913034313,1.175767897,0.111811,5.713975506
125.490552,52.25232362,94.64313345,73.23822836,76.66506641,128.7406182,50.82035791,93.79569763,77.92026029,76.79377801,1.124,99.6,5.313804168,0.934332341,1.14303555,0.100919,5.719408842
107.8472862,44.76785325,80.75122072,63.07943294,65.7943309,110.5723072,43.56878071,80.02480152,67.00352652,65.90328955,1.124,83,4.427995285,0.929511922,1.141314652,0.0935681,5.628204617
134.6534653,65.5878332,103.2383972,69.06563215,88.60971058,137.6755205,63.69809833,102.3865641,73.97742216,88.35723904,0.955,99.6,6.240161741,0.926520983,1.15636208,0.113969,5.809453791
115.5265527,55.75434985,87.84997282,59.77220281,75.67841745,118.055807,54.1536136,87.11731008,63.90219344,75.45434475,0.955,83,5.199930402,0.921698689,1.154331534,0.104603,5.706323869
95.8753346,46.15001661,72.41193764,49.72531799,62.72512261,97.90279321,44.84676129,71.80650993,53.05603192,62.53210526,0.955,66.4,4.159697374,0.916551745,1.151739309,0.0952334,5.594929804
144.781734,80.49054905,112.7999045,64.29118498,101.920944,147.7295288,78.16681815,111.9796411,69.56271067,101.3543884,0.83,99.6,7.206884707,0.915853021,1.179130855,0.128897,5.922810705
123.9709029,68.11431143,95.74951296,55.85659152,86.73317527,126.4363936,66.13846443,95.04178552,60.29792921,86.23777417,0.83,83,6.00549998,0.911630528,1.175873796,0.11712,5.804080558
102.6545184,55.9609208,78.6759363,46.69359758,71.52545333,104.6234653,54.35830937,78.08831201,50.26515591,71.11336134,0.83,66.4,4.804114713,0.907222334,1.170971011,0.105219,5.677697435
119.9602431,45.03885447,87.77920149,74.92138862,70.01265068,123.1315661,43.68714459,86.9159027,79.44442149,70.16861842,1.124,99.6,5.313804244,0.928362137,1.137606924,0.0938862,5.681626284
127.839781,56.89258867,95.0645479,70.94719238,80.5416528,130.7898319,55.06068063,94.19526033,75.72915128,80.30373106,0.955,99.6,6.24016167,0.920249586,1.151019091,0.105491,5.764337249
109.7824797,48.56518123,81.02093058,61.21729849,68.97094739,112.2517281,47.02070061,80.27607442,65.2310275,68.76437644,0.955,83,5.199929639,0.915338046,1.149150683,0.097434,5.663999325
136.6186619,70.37668855,103.2774004,66.24197332,92.45734632,139.5049564,68.09383087,102.4398388,71.41112549,91.89753936,0.83,99.6,7.206884329,0.909101662,1.173408253,0.119115,5.869341903
117.1084638,59.72697123,87.80042611,57.38149254,78.85413541,119.5184533,57.7962789,87.08038935,61.72217441,78.37033703,0.83,83,6.005499195,0.904833628,1.169975445,0.10876,5.757180249
97.10170724,49.28802939,72.30460152,47.81367785,65.22592201,99.03015448,47.73162375,71.70899916,51.29853073,64.83113399,0.83,66.4,4.804115567,0.900429458,1.165295621,0.0983806,5.637387314
135.4875429,58.63538869,104.3704075,76.85215421,84.25277342,138.2178159,57.03855298,103.2174322,81.17926295,84.09830729,1.124,99.6,5.313803328,0.855273726,1.130050359,0.225614,5.829624436
116.4476433,49.96204577,88.90484464,66.48559753,72.12391161,118.3040789,48.62286155,87.91458527,69.68121739,71.84993402,1.124,83,4.427995249,0.854713644,1.122139359,0.215545,5.728586564
125.0262526,62.46826831,97.01165517,62.55798431,83.32092975,126.9014401,60.72404726,96.00816223,66.17739289,82.78317822,0.955,83,5.199928969,0.848213494,1.138282404,0.227485,5.831071979
145.7605819,73.87405977,114.1976471,71.88652215,97.83623382,148.5425984,71.81660549,113.0343994,76.72599291,97.39193646,0.955,99.6,6.240161267,0.848038498,1.148808976,0.239663,5.950282365
96.82193073,41.50840011,73.34637495,55.31353062,59.94624365,98.30408334,40.42911615,72.5280666,57.87496718,59.72077188,1.124,66.4,3.542185992,0.85175379,1.120438714,0.20734,5.623454374
103.7271256,51.33280784,79.76307218,52.3943178,68.79758044,105.1102596,49.91824256,78.93013449,55.192017,68.31558156,0.955,66.4,4.159697038,0.846096209,1.132583121,0.216903,5.702991516
134.6647165,76.09061199,105.9872205,58.57410448,95.61531348,136.668911,73.93114311,104.994344,62.73776792,94.84373242,0.83,83,6.005499436,0.838381621,1.16350434,0.242305,5.918533733
111.4401455,62.17776807,86.86444945,49.26237741,78.59856054,112.80003,60.38306345,86.04023992,52.41696655,77.85538564,0.83,66.4,4.804115024,0.837231107,1.155325681,0.228225,5.786297245
129.8844826,51.33513351,97.51429079,78.54934908,77.51824987,132.1287158,49.80918136,96.34553143,82.31953444,77.24902617,1.124,99.6,5.313803127,0.852651657,1.119914773,0.216967,5.792273445
111.7214236,43.93196644,83.16634573,67.78945717,66.52845216,113.5051005,42.65481724,82.1650365,70.85028327,66.27157833,1.124,83,4.427994811,0.849747233,1.117567649,0.209811,5.691445141
138.860639,65.09991087,106.0318752,73.76072812,89.68682024,141.160366,63.08873563,104.8501372,78.07163041,89.11261243,0.955,99.6,6.240160701,0.844645182,1.137575644,0.230782,5.904253854
119.2274257,55.20386878,90.18430177,64.0235569,76.54505441,120.8715842,53.50630034,89.16793116,67.36528389,75.96139497,0.955,83,5.199928242,0.843595249,1.13045536,0.220503,5.786273
99.02940001,45.56900514,74.28147591,53.46039487,63.38913677,100.3262826,44.19741901,73.44078849,56.12886362,62.90704022,0.955,66.4,4.159696595,0.84052185,1.127088316,0.211218,5.669212533
127.7392681,67.65481724,98.03597568,60.08445083,87.68296752,129.4119353,65.51020336,97.0306163,63.90173197,86.81078069,0.83,83,6.00549876,0.832807827,1.153666883,0.233232,5.871667853
105.8460875,55.47172393,80.48770691,50.37436361,72.26317847,107.0874617,53.70709556,79.65598348,53.38036611,71.50055093,0.83,66.4,4.804114891,0.830159208,1.149004564,0.221669,5.745373075
124.4629492,44.15068948,90.65784183,80.31225974,70.92144273,126.50015,42.71842345,89.47407435,83.78172656,70.64566564,1.124,99.6,5.313802637,0.847909873,1.112786135,0.209984,5.749968432
132.1452116,56.37586097,97.86450201,75.76935062,81.63231118,133.968641,54.43676692,96.66534616,79.53187409,80.94739161,0.955,99.6,6.240160126,0.840834906,1.125851434,0.22136,5.853037998
113.5718601,47.9907732,83.35368361,65.58108692,69.8511355,115.0900075,46.36311043,82.3257345,68.7268971,69.27207613,0.955,83,5.199928166,0.837804195,1.123574329,0.21331,5.746227298
141.0051064,69.97232194,106.0448221,71.03278443,93.64991675,142.9245366,67.51357753,104.85868,75.41095906,92.65056388,0.83,99.6,7.206883253,0.828472765,1.149388139,0.235427,5.943052367
